model_name,num_layers,hidden_size,hidden_size_log,baseline_perplexity,baseline_perplexity_log,num_decoupled,mean_split_frac_selected,std_split_frac_selected,mean_layer_pos_selected,mean_pairwise_dist,mean_single_perf_selected_rel,perplexity,log_perplexity,is_dec_1,split_frac_1,split_logit_1,layer_pos_1,single_perf_rel_1,is_dec_2,split_frac_2,split_logit_2,layer_pos_2,single_perf_rel_2,is_dec_3,split_frac_3,split_logit_3,layer_pos_3,single_perf_rel_3,is_dec_4,split_frac_4,split_logit_4,layer_pos_4,single_perf_rel_4,is_dec_5,split_frac_5,split_logit_5,layer_pos_5,single_perf_rel_5,is_dec_6,split_frac_6,split_logit_6,layer_pos_6,single_perf_rel_6,is_dec_7,split_frac_7,split_logit_7,layer_pos_7,single_perf_rel_7,is_dec_8,split_frac_8,split_logit_8,layer_pos_8,single_perf_rel_8,is_dec_9,split_frac_9,split_logit_9,layer_pos_9,single_perf_rel_9,is_dec_10,split_frac_10,split_logit_10,layer_pos_10,single_perf_rel_10,is_dec_11,split_frac_11,split_logit_11,layer_pos_11,single_perf_rel_11,is_dec_12,split_frac_12,split_logit_12,layer_pos_12,single_perf_rel_12,is_dec_13,split_frac_13,split_logit_13,layer_pos_13,single_perf_rel_13,is_dec_14,split_frac_14,split_logit_14,layer_pos_14,single_perf_rel_14,is_dec_15,split_frac_15,split_logit_15,layer_pos_15,single_perf_rel_15,is_dec_16,split_frac_16,split_logit_16,layer_pos_16,single_perf_rel_16,is_dec_17,split_frac_17,split_logit_17,layer_pos_17,single_perf_rel_17,is_dec_18,split_frac_18,split_logit_18,layer_pos_18,single_perf_rel_18,is_dec_19,split_frac_19,split_logit_19,layer_pos_19,single_perf_rel_19,is_dec_20,split_frac_20,split_logit_20,layer_pos_20,single_perf_rel_20,is_dec_21,split_frac_21,split_logit_21,layer_pos_21,single_perf_rel_21,is_dec_22,split_frac_22,split_logit_22,layer_pos_22,single_perf_rel_22,is_dec_23,split_frac_23,split_logit_23,layer_pos_23,single_perf_rel_23,is_dec_24,split_frac_24,split_logit_24,layer_pos_24,single_perf_rel_24,is_dec_25,split_frac_25,split_logit_25,layer_pos_25,single_perf_rel_25,is_dec_26,split_frac_26,split_logit_26,layer_pos_26,single_perf_rel_26,is_dec_27,split_frac_27,split_logit_27,layer_pos_27,single_perf_rel_27,is_dec_28,split_frac_28,split_logit_28,layer_pos_28,single_perf_rel_28,is_dec_29,split_frac_29,split_logit_29,layer_pos_29,single_perf_rel_29,is_dec_30,split_frac_30,split_logit_30,layer_pos_30,single_perf_rel_30,is_dec_31,split_frac_31,split_logit_31,layer_pos_31,single_perf_rel_31,is_dec_32,split_frac_32,split_logit_32,layer_pos_32,single_perf_rel_32,is_dec_33,split_frac_33,split_logit_33,layer_pos_33,single_perf_rel_33,is_dec_34,split_frac_34,split_logit_34,layer_pos_34,single_perf_rel_34,is_dec_35,split_frac_35,split_logit_35,layer_pos_35,single_perf_rel_35,is_dec_36,split_frac_36,split_logit_36,layer_pos_36,single_perf_rel_36,is_dec_37,split_frac_37,split_logit_37,layer_pos_37,single_perf_rel_37,is_dec_38,split_frac_38,split_logit_38,layer_pos_38,single_perf_rel_38,is_dec_39,split_frac_39,split_logit_39,layer_pos_39,single_perf_rel_39,is_dec_40,split_frac_40,split_logit_40,layer_pos_40,single_perf_rel_40,is_dec_41,split_frac_41,split_logit_41,layer_pos_41,single_perf_rel_41,is_dec_42,split_frac_42,split_logit_42,layer_pos_42,single_perf_rel_42,is_dec_43,split_frac_43,split_logit_43,layer_pos_43,single_perf_rel_43,is_dec_44,split_frac_44,split_logit_44,layer_pos_44,single_perf_rel_44,is_dec_45,split_frac_45,split_logit_45,layer_pos_45,single_perf_rel_45,is_dec_46,split_frac_46,split_logit_46,layer_pos_46,single_perf_rel_46,is_dec_47,split_frac_47,split_logit_47,layer_pos_47,single_perf_rel_47,is_dec_48,split_frac_48,split_logit_48,layer_pos_48,single_perf_rel_48
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,20,0.612500011920929,0.35772719979286194,0.41304343938827515,7.0,0.014601565897464752,92.43,4.526451601287506,1,0.875,1.945910096168518,0.0,0.01750345528125763,1,0.875,1.945910096168518,0.043478261679410934,0.0013818517327308655,1,0.125,-1.945910096168518,0.08695652335882187,0.004606172442436218,1,0.875,1.945910096168518,0.1304347813129425,0.012897281907498837,1,0.875,1.945910096168518,0.17391304671764374,0.017042838037014008,1,0.125,-1.945910096168518,0.21739129722118378,0.012897281907498837,1,0.125,-1.945910096168518,0.260869562625885,0.009212344884872437,1,0.875,1.945910096168518,0.30434781312942505,0.020727775990962982,1,0.125,-1.945910096168518,0.3478260934352875,0.012897281907498837,1,0.125,-1.945910096168518,0.3913043439388275,0.011976048350334167,1,0.125,-1.945910096168518,0.43478259444236755,0.011054813861846924,1,0.875,1.945910096168518,0.47826087474823,0.02026715874671936,1,0.125,-1.945910096168518,0.52173912525177,0.01796407252550125,1,0.875,1.945910096168518,0.5652173757553101,0.018885307013988495,1,0.875,1.945910096168518,0.6086956262588501,0.01750345528125763,1,0.875,1.945910096168518,0.6521739363670349,0.02026715874671936,1,0.875,1.945910096168518,0.695652186870575,0.022109627723693848,1,0.875,1.945910096168518,0.739130437374115,0.018424689769744873,1,0.875,1.945910096168518,0.782608687877655,0.01381851639598608,1,0.875,1.945910096168518,0.8260869383811951,0.010594196617603302,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,21,0.625,0.3535533845424652,0.43478256464004517,7.333333333333333,0.01480555348098278,94.59,4.549551762235651,1,0.875,1.945910096168518,0.0,0.01750345528125763,1,0.875,1.945910096168518,0.043478261679410934,0.0013818517327308655,1,0.125,-1.945910096168518,0.08695652335882187,0.004606172442436218,1,0.875,1.945910096168518,0.1304347813129425,0.012897281907498837,1,0.875,1.945910096168518,0.17391304671764374,0.017042838037014008,1,0.125,-1.945910096168518,0.21739129722118378,0.012897281907498837,1,0.125,-1.945910096168518,0.260869562625885,0.009212344884872437,1,0.875,1.945910096168518,0.30434781312942505,0.020727775990962982,1,0.125,-1.945910096168518,0.3478260934352875,0.012897281907498837,1,0.125,-1.945910096168518,0.3913043439388275,0.011976048350334167,1,0.125,-1.945910096168518,0.43478259444236755,0.011054813861846924,1,0.875,1.945910096168518,0.47826087474823,0.02026715874671936,1,0.125,-1.945910096168518,0.52173912525177,0.01796407252550125,1,0.875,1.945910096168518,0.5652173757553101,0.018885307013988495,1,0.875,1.945910096168518,0.6086956262588501,0.01750345528125763,1,0.875,1.945910096168518,0.6521739363670349,0.02026715874671936,1,0.875,1.945910096168518,0.695652186870575,0.022109627723693848,1,0.875,1.945910096168518,0.739130437374115,0.018424689769744873,1,0.875,1.945910096168518,0.782608687877655,0.01381851639598608,1,0.875,1.945910096168518,0.8260869383811951,0.010594196617603302,1,0.875,1.945910096168518,0.8695651888847351,0.018885307013988495,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,22,0.6363636255264282,0.34932783246040344,0.4565217196941376,7.666666666666667,0.014656003564596176,96.85,4.57316338986333,1,0.875,1.945910096168518,0.0,0.01750345528125763,1,0.875,1.945910096168518,0.043478261679410934,0.0013818517327308655,1,0.125,-1.945910096168518,0.08695652335882187,0.004606172442436218,1,0.875,1.945910096168518,0.1304347813129425,0.012897281907498837,1,0.875,1.945910096168518,0.17391304671764374,0.017042838037014008,1,0.125,-1.945910096168518,0.21739129722118378,0.012897281907498837,1,0.125,-1.945910096168518,0.260869562625885,0.009212344884872437,1,0.875,1.945910096168518,0.30434781312942505,0.020727775990962982,1,0.125,-1.945910096168518,0.3478260934352875,0.012897281907498837,1,0.125,-1.945910096168518,0.3913043439388275,0.011976048350334167,1,0.125,-1.945910096168518,0.43478259444236755,0.011054813861846924,1,0.875,1.945910096168518,0.47826087474823,0.02026715874671936,1,0.125,-1.945910096168518,0.52173912525177,0.01796407252550125,1,0.875,1.945910096168518,0.5652173757553101,0.018885307013988495,1,0.875,1.945910096168518,0.6086956262588501,0.01750345528125763,1,0.875,1.945910096168518,0.6521739363670349,0.02026715874671936,1,0.875,1.945910096168518,0.695652186870575,0.022109627723693848,1,0.875,1.945910096168518,0.739130437374115,0.018424689769744873,1,0.875,1.945910096168518,0.782608687877655,0.01381851639598608,1,0.875,1.945910096168518,0.8260869383811951,0.010594196617603302,1,0.875,1.945910096168518,0.8695651888847351,0.018885307013988495,1,0.875,1.945910096168518,0.9130434989929199,0.011515431106090546,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,23,0.614130437374115,0.3572103679180145,0.47826087474823,8.0,0.01475977897644043,103.33,4.637927750235941,1,0.875,1.945910096168518,0.0,0.01750345528125763,1,0.875,1.945910096168518,0.043478261679410934,0.0013818517327308655,1,0.125,-1.945910096168518,0.08695652335882187,0.004606172442436218,1,0.875,1.945910096168518,0.1304347813129425,0.012897281907498837,1,0.875,1.945910096168518,0.17391304671764374,0.017042838037014008,1,0.125,-1.945910096168518,0.21739129722118378,0.012897281907498837,1,0.125,-1.945910096168518,0.260869562625885,0.009212344884872437,1,0.875,1.945910096168518,0.30434781312942505,0.020727775990962982,1,0.125,-1.945910096168518,0.3478260934352875,0.012897281907498837,1,0.125,-1.945910096168518,0.3913043439388275,0.011976048350334167,1,0.125,-1.945910096168518,0.43478259444236755,0.011054813861846924,1,0.875,1.945910096168518,0.47826087474823,0.02026715874671936,1,0.125,-1.945910096168518,0.52173912525177,0.01796407252550125,1,0.875,1.945910096168518,0.5652173757553101,0.018885307013988495,1,0.875,1.945910096168518,0.6086956262588501,0.01750345528125763,1,0.875,1.945910096168518,0.6521739363670349,0.02026715874671936,1,0.875,1.945910096168518,0.695652186870575,0.022109627723693848,1,0.875,1.945910096168518,0.739130437374115,0.018424689769744873,1,0.875,1.945910096168518,0.782608687877655,0.01381851639598608,1,0.875,1.945910096168518,0.8260869383811951,0.010594196617603302,1,0.875,1.945910096168518,0.8695651888847351,0.018885307013988495,1,0.875,1.945910096168518,0.9130434989929199,0.011515431106090546,1,0.125,-1.945910096168518,0.95652174949646,0.017042838037014008,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,24,0.59375,0.36309218406677246,0.5,8.333333333333334,0.014413480646908283,103.36,4.6382180400439665,1,0.875,1.945910096168518,0.0,0.01750345528125763,1,0.875,1.945910096168518,0.043478261679410934,0.0013818517327308655,1,0.125,-1.945910096168518,0.08695652335882187,0.004606172442436218,1,0.875,1.945910096168518,0.1304347813129425,0.012897281907498837,1,0.875,1.945910096168518,0.17391304671764374,0.017042838037014008,1,0.125,-1.945910096168518,0.21739129722118378,0.012897281907498837,1,0.125,-1.945910096168518,0.260869562625885,0.009212344884872437,1,0.875,1.945910096168518,0.30434781312942505,0.020727775990962982,1,0.125,-1.945910096168518,0.3478260934352875,0.012897281907498837,1,0.125,-1.945910096168518,0.3913043439388275,0.011976048350334167,1,0.125,-1.945910096168518,0.43478259444236755,0.011054813861846924,1,0.875,1.945910096168518,0.47826087474823,0.02026715874671936,1,0.125,-1.945910096168518,0.52173912525177,0.01796407252550125,1,0.875,1.945910096168518,0.5652173757553101,0.018885307013988495,1,0.875,1.945910096168518,0.6086956262588501,0.01750345528125763,1,0.875,1.945910096168518,0.6521739363670349,0.02026715874671936,1,0.875,1.945910096168518,0.695652186870575,0.022109627723693848,1,0.875,1.945910096168518,0.739130437374115,0.018424689769744873,1,0.875,1.945910096168518,0.782608687877655,0.01381851639598608,1,0.875,1.945910096168518,0.8260869383811951,0.010594196617603302,1,0.875,1.945910096168518,0.8695651888847351,0.018885307013988495,1,0.875,1.945910096168518,0.9130434989929199,0.011515431106090546,1,0.125,-1.945910096168518,0.95652174949646,0.017042838037014008,1,0.125,-1.945910096168518,1.0,0.006448640953749418,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,1,0.75,0.0,0.0,0.0,0.16305850446224213,25.25,3.2288261557609728,1,0.75,1.0986123085021973,0.0,0.16305850446224213,0,1.0,20.7232666015625,0.043478261679410934,,0,1.0,20.7232666015625,0.08695652335882187,,0,1.0,20.7232666015625,0.1304347813129425,,0,1.0,20.7232666015625,0.17391304671764374,,0,1.0,20.7232666015625,0.21739129722118378,,0,1.0,20.7232666015625,0.260869562625885,,0,1.0,20.7232666015625,0.30434781312942505,,0,1.0,20.7232666015625,0.3478260934352875,,0,1.0,20.7232666015625,0.3913043439388275,,0,1.0,20.7232666015625,0.43478259444236755,,0,1.0,20.7232666015625,0.47826087474823,,0,1.0,20.7232666015625,0.52173912525177,,0,1.0,20.7232666015625,0.5652173757553101,,0,1.0,20.7232666015625,0.6086956262588501,,0,1.0,20.7232666015625,0.6521739363670349,,0,1.0,20.7232666015625,0.695652186870575,,0,1.0,20.7232666015625,0.739130437374115,,0,1.0,20.7232666015625,0.782608687877655,,0,1.0,20.7232666015625,0.8260869383811951,,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,2,0.75,0.0,0.021739130839705467,1.0,0.10248734056949615,44.98,3.8062179465534016,1,0.75,1.0986123085021973,0.0,0.16305850446224213,1,0.75,1.0986123085021973,0.043478261679410934,0.041916169226169586,0,1.0,20.7232666015625,0.08695652335882187,,0,1.0,20.7232666015625,0.1304347813129425,,0,1.0,20.7232666015625,0.17391304671764374,,0,1.0,20.7232666015625,0.21739129722118378,,0,1.0,20.7232666015625,0.260869562625885,,0,1.0,20.7232666015625,0.30434781312942505,,0,1.0,20.7232666015625,0.3478260934352875,,0,1.0,20.7232666015625,0.3913043439388275,,0,1.0,20.7232666015625,0.43478259444236755,,0,1.0,20.7232666015625,0.47826087474823,,0,1.0,20.7232666015625,0.52173912525177,,0,1.0,20.7232666015625,0.5652173757553101,,0,1.0,20.7232666015625,0.6086956262588501,,0,1.0,20.7232666015625,0.6521739363670349,,0,1.0,20.7232666015625,0.695652186870575,,0,1.0,20.7232666015625,0.739130437374115,,0,1.0,20.7232666015625,0.782608687877655,,0,1.0,20.7232666015625,0.8260869383811951,,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,3,0.75,0.0,0.043478261679410934,1.3333333333333333,0.09980040788650513,70.12,4.250208060067295,1,0.75,1.0986123085021973,0.0,0.16305850446224213,1,0.75,1.0986123085021973,0.043478261679410934,0.041916169226169586,1,0.75,1.0986123085021973,0.08695652335882187,0.09442653506994247,0,1.0,20.7232666015625,0.1304347813129425,,0,1.0,20.7232666015625,0.17391304671764374,,0,1.0,20.7232666015625,0.21739129722118378,,0,1.0,20.7232666015625,0.260869562625885,,0,1.0,20.7232666015625,0.30434781312942505,,0,1.0,20.7232666015625,0.3478260934352875,,0,1.0,20.7232666015625,0.3913043439388275,,0,1.0,20.7232666015625,0.43478259444236755,,0,1.0,20.7232666015625,0.47826087474823,,0,1.0,20.7232666015625,0.52173912525177,,0,1.0,20.7232666015625,0.5652173757553101,,0,1.0,20.7232666015625,0.6086956262588501,,0,1.0,20.7232666015625,0.6521739363670349,,0,1.0,20.7232666015625,0.695652186870575,,0,1.0,20.7232666015625,0.739130437374115,,0,1.0,20.7232666015625,0.782608687877655,,0,1.0,20.7232666015625,0.8260869383811951,,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,4,0.75,0.0,0.06521739065647125,1.6666666666666667,0.0834868773818016,81.26,4.397653890571887,1,0.75,1.0986123085021973,0.0,0.16305850446224213,1,0.75,1.0986123085021973,0.043478261679410934,0.041916169226169586,1,0.75,1.0986123085021973,0.08695652335882187,0.09442653506994247,1,0.75,1.0986123085021973,0.1304347813129425,0.03454629331827164,0,1.0,20.7232666015625,0.17391304671764374,,0,1.0,20.7232666015625,0.21739129722118378,,0,1.0,20.7232666015625,0.260869562625885,,0,1.0,20.7232666015625,0.30434781312942505,,0,1.0,20.7232666015625,0.3478260934352875,,0,1.0,20.7232666015625,0.3913043439388275,,0,1.0,20.7232666015625,0.43478259444236755,,0,1.0,20.7232666015625,0.47826087474823,,0,1.0,20.7232666015625,0.52173912525177,,0,1.0,20.7232666015625,0.5652173757553101,,0,1.0,20.7232666015625,0.6086956262588501,,0,1.0,20.7232666015625,0.6521739363670349,,0,1.0,20.7232666015625,0.695652186870575,,0,1.0,20.7232666015625,0.739130437374115,,0,1.0,20.7232666015625,0.782608687877655,,0,1.0,20.7232666015625,0.8260869383811951,,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
gpt2-medium,24,1024,6.93147180560043,21.71,3.077772983936262,5,0.75,0.0,0.08695652335882187,2.0,0.07535698264837265,86.59,4.461184335471259,1,0.75,1.0986123085021973,0.0,0.16305850446224213,1,0.75,1.0986123085021973,0.043478261679410934,0.041916169226169586,1,0.75,1.0986123085021973,0.08695652335882187,0.09442653506994247,1,0.75,1.0986123085021973,0.1304347813129425,0.03454629331827164,1,0.75,1.0986123085021973,0.17391304671764374,0.04283740371465683,0,1.0,20.7232666015625,0.21739129722118378,,0,1.0,20.7232666015625,0.260869562625885,,0,1.0,20.7232666015625,0.30434781312942505,,0,1.0,20.7232666015625,0.3478260934352875,,0,1.0,20.7232666015625,0.3913043439388275,,0,1.0,20.7232666015625,0.43478259444236755,,0,1.0,20.7232666015625,0.47826087474823,,0,1.0,20.7232666015625,0.52173912525177,,0,1.0,20.7232666015625,0.5652173757553101,,0,1.0,20.7232666015625,0.6086956262588501,,0,1.0,20.7232666015625,0.6521739363670349,,0,1.0,20.7232666015625,0.695652186870575,,0,1.0,20.7232666015625,0.739130437374115,,0,1.0,20.7232666015625,0.782608687877655,,0,1.0,20.7232666015625,0.8260869383811951,,0,1.0,20.7232666015625,0.8695651888847351,,0,1.0,20.7232666015625,0.9130434989929199,,0,1.0,20.7232666015625,0.95652174949646,,0,1.0,20.7232666015625,1.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,
